Source Indicator ID,Source Name,Indicator Category,Indicator Name,Indicator Description,Year,Location,Value,Gender,Unit,Desired Direction
B24012_019E,American Community Survey,Income,Service occupations,,2014,US,21849,Male,people,high
B24012_019E,American Community Survey,Income,Service occupations,,2015,Bullhead City,21700,Male,people,high
B24012_019E,American Community Survey,Income,Service occupations,,2015,AZ,20863,Male,people,high
B24012_019E,American Community Survey,Income,Service occupations,,2015,US,21834,Male,people,high
B24012_019E,American Community Survey,Income,Service occupations,,2016,Bullhead City,20275,Male,people,high
B24012_019E,American Community Survey,Income,Service occupations,,2016,AZ,21088,Male,people,high
B24012_019E,American Community Survey,Income,Service occupations,,2016,US,22094,Male,people,high
B24012_019E,American Community Survey,Income,Service occupations,,2017,Bullhead City,20911,Male,people,high
B24012_019E,American Community Survey,Income,Service occupations,,2017,AZ,21648,Male,people,high
B24012_019E,American Community Survey,Income,Service occupations,,2017,US,22850,Male,people,high
B24012_019E,American Community Survey,Income,Service occupations,,2018,Bullhead City,21457,Male,people,high
B24012_019E,American Community Survey,Income,Service occupations,,2018,AZ,22346,Male,people,high
B24012_019E,American Community Survey,Income,Service occupations,,2018,US,24007,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2010,Bullhead City,-666666666,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2010,AZ,25509,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2010,US,24156,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2011,Bullhead City,-666666666,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2011,AZ,24985,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2011,US,24620,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2012,Bullhead City,-666666666,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2012,AZ,24223,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2012,US,25001,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2013,Bullhead City,-666666666,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2013,AZ,24865,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2013,US,25095,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2014,Bullhead City,-666666666,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2014,AZ,25190,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2014,US,25372,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2015,Bullhead City,-666666666,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2015,AZ,24623,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2015,US,25289,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2016,Bullhead City,-666666666,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2016,AZ,26042,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2016,US,25580,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2017,Bullhead City,-666666666,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2017,AZ,26129,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2017,US,26014,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2018,Bullhead City,-666666666,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2018,AZ,23438,Male,people,high
B24012_020E,American Community Survey,Income,Healthcare support occupations,,2018,US,24418,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2010,Bullhead City,33833,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2010,AZ,44658,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2010,US,43500,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2011,Bullhead City,31471,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2011,AZ,45665,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2011,US,44600,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2012,Bullhead City,29536,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2012,AZ,45035,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2012,US,45024,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2013,Bullhead City,31230,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2013,AZ,45348,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2013,US,45256,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2014,Bullhead City,30483,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2014,AZ,45891,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2014,US,45297,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2015,Bullhead City,31006,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2015,AZ,45071,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2015,US,45169,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2016,Bullhead City,30020,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2016,AZ,45723,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2016,US,45467,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2017,Bullhead City,28182,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2017,AZ,45326,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2017,US,46649,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2018,Bullhead City,32872,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2018,AZ,47405,Male,people,high
B24012_021E,American Community Survey,Income,Protective service occupations,,2018,US,48406,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2010,Bullhead City,25556,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2010,AZ,33274,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2010,US,31874,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2011,Bullhead City,30177,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2011,AZ,33604,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2011,US,32472,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2012,Bullhead City,27843,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2012,AZ,32187,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2012,US,32384,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2013,Bullhead City,30506,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2013,AZ,33048,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2013,US,32448,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2014,Bullhead City,30033,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2014,AZ,33237,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2014,US,32673,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2015,Bullhead City,30412,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2015,AZ,31171,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2015,US,32052,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2016,Bullhead City,26130,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2016,AZ,31108,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2016,US,32073,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2017,Bullhead City,22667,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2017,AZ,31422,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2017,US,32819,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2018,Bullhead City,29693,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2018,AZ,32308,Male,people,high
B24012_022E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2018,US,34277,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2010,Bullhead City,73750,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2010,AZ,53563,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2010,US,54267,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2011,Bullhead City,56121,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2011,AZ,55401,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2011,US,56168,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2012,Bullhead City,104167,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2012,AZ,55523,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2012,US,57362,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2013,Bullhead City,103125,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2013,AZ,54965,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2013,US,57818,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2014,Bullhead City,81346,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2014,AZ,55403,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2014,US,57974,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2015,Bullhead City,78906,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2015,AZ,56368,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2015,US,58297,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2016,Bullhead City,67857,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2016,AZ,57262,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2016,US,58773,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2017,Bullhead City,60938,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2017,AZ,57872,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2017,US,60269,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2018,Bullhead City,58026,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2018,AZ,59287,Male,people,high
B24012_023E,American Community Survey,Income,Law enforcement workers including supervisors,,2018,US,61819,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2010,Bullhead City,14694,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2010,AZ,14587,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2010,US,14723,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2011,Bullhead City,17169,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2011,AZ,15220,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2011,US,14989,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2012,Bullhead City,14965,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2012,AZ,14959,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2012,US,15046,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2013,Bullhead City,16600,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2013,AZ,15010,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2013,US,15228,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2014,Bullhead City,19202,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2014,AZ,15306,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2014,US,15337,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2015,Bullhead City,15918,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2015,AZ,15021,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2015,US,15418,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2016,Bullhead City,17275,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2016,AZ,15090,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2016,US,15732,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2017,Bullhead City,19397,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2017,AZ,15472,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2017,US,16296,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2018,Bullhead City,19083,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2018,AZ,16637,Male,people,high
B24012_024E,American Community Survey,Income,Food preparation and serving related occupations,,2018,US,16949,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2010,Bullhead City,14864,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2010,AZ,19834,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2010,US,21350,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2011,Bullhead City,14670,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2011,AZ,19789,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2011,US,21593,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2012,Bullhead City,14987,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2012,AZ,19578,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2012,US,21545,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2013,Bullhead City,15789,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2013,AZ,19753,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2013,US,21573,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2014,Bullhead City,20414,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2014,AZ,19936,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2014,US,21742,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2015,Bullhead City,20873,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2015,AZ,19924,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2015,US,21794,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2016,Bullhead City,20349,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2016,AZ,20235,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2016,US,22157,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2017,Bullhead City,21372,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2017,AZ,21175,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2017,US,23164,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2018,Bullhead City,21839,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2018,AZ,21758,Male,people,high
B24012_025E,American Community Survey,Income,Building and grounds cleaning and maintenance occupations,,2018,US,24401,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2010,Bullhead City,34308,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2010,AZ,20565,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2010,US,19939,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2011,Bullhead City,34070,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2011,AZ,20831,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2011,US,19940,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2012,Bullhead City,35804,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2012,AZ,19526,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2012,US,19998,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2013,Bullhead City,36054,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2013,AZ,18616,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2013,US,19681,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2014,Bullhead City,26349,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2014,AZ,18716,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2014,US,19586,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2015,Bullhead City,25198,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2015,AZ,17512,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2015,US,19426,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2016,Bullhead City,24702,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2016,AZ,17532,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2016,US,19668,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2017,Bullhead City,21964,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2017,AZ,17649,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2017,US,20041,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2018,Bullhead City,22368,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2018,AZ,19913,Male,people,high
B24012_026E,American Community Survey,Income,Personal care and service occupations,,2018,US,20865,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2010,Bullhead City,20630,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2010,AZ,33980,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2010,US,35288,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2011,Bullhead City,23663,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2011,AZ,33559,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2011,US,35564,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2012,Bullhead City,22344,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2012,AZ,32732,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2012,US,35340,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2013,Bullhead City,27019,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2013,AZ,32247,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2013,US,35085,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2014,Bullhead City,26855,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2014,AZ,32293,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2014,US,35011,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2015,Bullhead City,26467,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2015,AZ,31997,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2015,US,34947,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2016,Bullhead City,35313,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2016,AZ,32126,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2016,US,35349,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2017,Bullhead City,27264,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2017,AZ,33108,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2017,US,36047,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2018,Bullhead City,25327,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2018,AZ,35991,Male,people,high
B24012_027E,American Community Survey,Income,Sales and office occupations,,2018,US,39822,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2010,Bullhead City,21145,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2010,AZ,38861,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2010,US,40248,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2011,Bullhead City,26510,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2011,AZ,38139,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2011,US,40265,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2012,Bullhead City,33477,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2012,AZ,36715,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2012,US,40097,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2013,Bullhead City,37017,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2013,AZ,36570,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2013,US,39920,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2014,Bullhead City,45679,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2014,AZ,36372,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2014,US,39759,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2015,Bullhead City,46027,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2015,AZ,36386,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2015,US,39773,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2016,Bullhead City,46493,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2016,AZ,37141,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2016,US,40367,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2017,Bullhead City,38125,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2017,AZ,39021,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2017,US,41132,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2018,Bullhead City,26053,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2018,AZ,40172,Male,people,high
B24012_028E,American Community Survey,Income,Sales and related occupations,,2018,US,42065,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2010,Bullhead City,19260,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2010,AZ,28881,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2010,US,30406,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2011,Bullhead City,22154,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2011,AZ,29474,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2011,US,30813,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2012,Bullhead City,19088,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2012,AZ,29708,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2012,US,30762,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2013,Bullhead City,20740,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2013,AZ,28963,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2013,US,30758,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2014,Bullhead City,17196,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2014,AZ,28632,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2014,US,30662,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2015,Bullhead City,17108,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2015,AZ,28589,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2015,US,30533,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2016,Bullhead City,20077,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2016,AZ,28573,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2016,US,30660,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2017,Bullhead City,23209,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2017,AZ,29449,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2017,US,31226,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2018,Bullhead City,23684,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2018,AZ,32077,Male,people,high
B24012_029E,American Community Survey,Income,Office and administrative support occupations,,2018,US,35804,Male,people,high
B24012_030E,American Community Survey,Income,"Natural resources, construction, and maintenance occupations",,2010,Bullhead City,27778,Male,people,high
B24012_030E,American Community Survey,Income,"Natural resources, construction, and maintenance occupations",,2010,AZ,31950,Male,people,high
B24012_030E,American Community Survey,Income,"Natural resources, construction, and maintenance occupations",,2010,US,33526,Male,people,high
B24012_030E,American Community Survey,Income,"Natural resources, construction, and maintenance occupations",,2011,Bullhead City,30641,Male,people,high
B24012_030E,American Community Survey,Income,"Natural resources, construction, and maintenance occupations",,2011,AZ,32539,Male,people,high
B24012_030E,American Community Survey,Income,"Natural resources, construction, and maintenance occupations",,2011,US,34237,Male,people,high
B24012_030E,American Community Survey,Income,"Natural resources, construction, and maintenance occupations",,2012,Bullhead City,28798,Male,people,high
