Transaction Type,Payee/Customer/Vendor Name,Amount,Object,Transaction Description,Posting Date,Transaction ID,Fund,Dept,Div,Fund1,Dept1,Div1,Record Number,Fiscal Year,Entity Name,Organization Level 1 Name,Organization Level 2 Name,Payee DBA Name,Vendor ID Code,Transaction Reference ID,Contract Name,Contract Number,Payment Method,Dept_Name,Year,Fund_Name
RV,NOT APPLICABLE,"$280,314.60 ",435.14,HIGHWAY USER REVENUE - 435.1400,20180209,2018-00006363 - 5149994,201,0,0,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,2367,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2018,STREETS (HURF)
RV,NOT APPLICABLE,"$290,156.95 ",435.14,HIGHWAY USER REVENUE - 435.1400,20180228,2018-00007286 - 5177661,201,0,0,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,2503,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2018,STREETS (HURF)
RV,NOT APPLICABLE,"$290,156.95 ",435.14,HIGHWAY USER REVENUE - 435.1400,20180308,2018-00007135 - 5172390,201,0,0,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,2560,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2018,STREETS (HURF)
RV,NOT APPLICABLE,"$307,204.33 ",435.14,HIGHWAY USER REVENUE - 435.1400,20180330,2018-00007783 - 5189584,201,0,0,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,2691,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2018,STREETS (HURF)
RV,NOT APPLICABLE,"$13,452.78 ",452.12,FORFEITURES - 452.1200,20170922,2018-00003376 - 5064338,204,0,0,204 - RICO,000 - GENERAL,0000 - GENERAL,1319,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,RICO
RV,NOT APPLICABLE,"$5,401.47 ",452.12,FORFEITURES - 452.1200,20180326,2018-00007828 - 5190602,204,0,0,204 - RICO,000 - GENERAL,0000 - GENERAL,2670,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2018,RICO
RV,NOT APPLICABLE,"$8,022.07 ",455.12,PENALTIES - 455.1200,20171202,2018-00004439 - 5098990,208,0,0,208 - SPECIAL ASSMTS ADMIN,000 - GENERAL,0000 - GENERAL,1910,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,SPECIAL ASSMTS ADMIN
RV,NOT APPLICABLE,"$113,875.58 ",446.11,WATER IMPOST - 446.1100,20170630,2017-00009503 - 4973048,210,0,0,210 - WATER IMPOST,000 - GENERAL,0000 - GENERAL,735,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,WATER IMPOST
RV,NOT APPLICABLE,"$11,738.48 ",446.11,WATER IMPOST - 446.1100,20170630,2017-00009522 - 4974519,210,0,0,210 - WATER IMPOST,000 - GENERAL,0000 - GENERAL,736,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,WATER IMPOST
RV,NOT APPLICABLE,"$78,291.54 ",446.11,WATER IMPOST - 446.1100,20170630,2017-00010062 - 5061490,210,0,0,210 - WATER IMPOST,000 - GENERAL,0000 - GENERAL,775,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,WATER IMPOST
RV,NOT APPLICABLE,"$146,086.05 ",446.11,WATER IMPOST - 446.1100,20170930,2018-00002989 - 5054613,210,0,0,210 - WATER IMPOST,000 - GENERAL,0000 - GENERAL,1433,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,WATER IMPOST
RV,NOT APPLICABLE,"$120,306.71 ",446.11,WATER IMPOST - 446.1100,20171231,2018-00005278 - 5123231,210,0,0,210 - WATER IMPOST,000 - GENERAL,0000 - GENERAL,2119,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,WATER IMPOST
RV,NOT APPLICABLE,"$5,620.21 ",446.11,WATER IMPOST - 446.1100,20180331,2018-00008006 - 5195439,210,0,0,210 - WATER IMPOST,000 - GENERAL,0000 - GENERAL,2715,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2018,WATER IMPOST
RV,NOT APPLICABLE,"$101,076.96 ",446.11,WATER IMPOST - 446.1100,20180331,2018-00008201 - 5201169,210,0,0,210 - WATER IMPOST,000 - GENERAL,0000 - GENERAL,2728,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2018,WATER IMPOST
RV,NOT APPLICABLE,"$10,000.00 ",472.2,SPONSORSHIPS - 472.2000,20170601,2017-00009800 - 4989313,211,0,3586,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,436,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,TRANSIT
RV,NOT APPLICABLE,"$10,000.00 ",472.2,SPONSORSHIPS - 472.2000,20170901,2018-00001838 - 5021046,211,0,3586,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,1238,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,TRANSIT
RV,NOT APPLICABLE,"$10,000.00 ",472.2,SPONSORSHIPS - 472.2000,20171201,2018-00004417 - 5098707,211,0,3586,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,1865,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,TRANSIT
RV,NOT APPLICABLE,"$48,492.84 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170424,2017-00007438 - 4897618,211,0,3586,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,117,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,TRANSIT
RV,NOT APPLICABLE,"$55,378.17 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170430,2017-00009050 - 4945197,211,0,3586,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,183,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,TRANSIT
RV,NOT APPLICABLE,"$67,983.03 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170531,2017-00009781 - 4984567,211,0,3586,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,433,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,TRANSIT
RV,NOT APPLICABLE,"$69,230.10 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170630,2018-00001274 - 5005250,211,0,3586,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,744,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,TRANSIT
RV,NOT APPLICABLE,"$48,924.44 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170731,2018-00005347 - 5125169,211,0,3586,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,998,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,TRANSIT
RV,NOT APPLICABLE,"$55,686.19 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170830,2018-00005954 - 5140201,211,0,3586,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,1173,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,TRANSIT
RV,NOT APPLICABLE,"$46,443.35 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170930,2018-00006559 - 5155123,211,0,3586,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,1439,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,TRANSIT
RV,NOT APPLICABLE,"$52,790.39 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20171031,2018-00007437 - 5181683,211,0,3586,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,1645,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,TRANSIT
RV,NOT APPLICABLE,"$68,988.27 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20171130,2018-00007437 - 5181684,211,0,3586,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,1858,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,TRANSIT
RV,NOT APPLICABLE,"$82,075.04 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20171231,2018-00007437 - 5181685,211,0,3586,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,2123,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,TRANSIT
RV,NOT APPLICABLE,"$56,751.01 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20180131,2018-00007437 - 5181686,211,0,3586,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,2345,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2018,TRANSIT
RV,NOT APPLICABLE,"$63,908.97 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20180228,2018-00007739 - 5188400,211,0,3586,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,2527,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2018,TRANSIT
RV,NOT APPLICABLE,"$9,948.13 ",479,OTHER REVENUE - 479.0000,20171023,2018-00002987 - 5054558,215,0,0,215 - HOUSING REDEVELOPMENT,000 - GENERAL,0000 - GENERAL,1573,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$18,193.86 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170430,2017-00007618 - 4902539,215,0,3561,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3561 - HOME,138,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$122,511.06 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170430,2017-00009723 - 4977950,215,0,3563,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3563 - CDBG,199,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$19,293.22 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170531,2017-00008572 - 4924294,215,0,3561,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3561 - HOME,414,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$100,688.65 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170630,2017-00009466 - 4967923,215,0,3563,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3563 - CDBG,730,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$18,112.74 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170630,2017-00009466 - 4967924,215,0,3564,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3564 - CDBG ADMIN,731,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$24,474.97 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170630,2017-00009470 - 4967992,215,0,3561,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3561 - HOME,732,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$14,117.69 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170630,2017-00009974 - 5033161,215,0,3561,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3561 - HOME,759,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$26,688.57 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170731,2018-00001274 - 5005248,215,0,3561,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3561 - HOME,982,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$14,717.60 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170831,2018-00002066 - 5028444,215,0,3561,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3561 - HOME,1215,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$30,485.00 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20171231,2018-00006132 - 5144538,215,0,3561,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3561 - HOME,2120,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$46,314.48 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20180228,2018-00006917 - 5165237,215,0,3561,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3561 - HOME,2525,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2018,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$30,866.46 ",434.2,STATE GRANT - 434.2000,20170531,2017-00008572 - 4924295,215,0,3566,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3566 - HTF ADMIN,415,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$5,494.61 ",434.2,STATE GRANT - 434.2000,20170630,2017-00009974 - 5033162,215,0,3566,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3566 - HTF ADMIN,760,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$5,494.61 ",434.2,STATE GRANT - 434.2000,20170731,2018-00001274 - 5005249,215,0,3566,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3566 - HTF ADMIN,983,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$5,790.42 ",434.2,STATE GRANT - 434.2000,20170930,2018-00003347 - 5064095,215,0,3566,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3566 - HTF ADMIN,1434,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$176,961.00 ",470.11,PRIVATE GRANT - 470.1100,20170630,2017-00009427 - 4961103,215,0,3563,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3563 - CDBG,722,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$25,000.00 ",479,OTHER REVENUE - 479.0000,20180131,2018-00006166 - 5145421,218,0,3540,218 - SPECIAL EVENTS,000 - GENERAL,3540 - RIVER REGATTA,2330,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2018,SPECIAL EVENTS
RV,NOT APPLICABLE,"$6,000.00 ",479,OTHER REVENUE - 479.0000,20180228,2018-00006708 - 5158782,218,0,3541,218 - SPECIAL EVENTS,000 - GENERAL,3541 - BLUEGRASS FESTIVAL,2512,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2018,SPECIAL EVENTS
RV,NOT APPLICABLE,"$16,000.00 ",472.2,SPONSORSHIPS - 472.2000,20170630,2017-00009999 - 5036893,218,0,3540,218 - SPECIAL EVENTS,000 - GENERAL,3540 - RIVER REGATTA,762,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,SPECIAL EVENTS
RV,NOT APPLICABLE,"$27,500.00 ",472.2,SPONSORSHIPS - 472.2000,20180103,2018-00005024 - 5113277,218,0,3544,218 - SPECIAL EVENTS,000 - GENERAL,3544 - SENIOR GAMES,2135,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2018,SPECIAL EVENTS
RV,NOT APPLICABLE,"$7,160.01 ",474.22,ADMISSION FEE - 474.2200,20180209,2018-00006363 - 5149996,218,0,3544,218 - SPECIAL EVENTS,000 - GENERAL,3544 - SENIOR GAMES,2371,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2018,SPECIAL EVENTS
RV,NOT APPLICABLE,"$67,500.00 ",438.2,MOHAVE COUNTY PEST ABATEMENT DISTRICT - 438.2000,20170715,2018-00000393 - 4974524,221,0,0,221 - PEST ABATEMENT,000 - GENERAL,0000 - GENERAL,848,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,PEST ABATEMENT
RV,NOT APPLICABLE,"$67,500.00 ",438,MOHAVE COUNTY - 438.0000,20171201,2018-00004395 - 5098187,221,0,0,221 - PEST ABATEMENT,000 - GENERAL,0000 - GENERAL,1864,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,PEST ABATEMENT
RV,NOT APPLICABLE,"$9,274.62 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170623,2017-00009921 - 5021088,240,0,4022,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,577,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$6,614.00 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170630,2017-00009742 - 4980132,240,0,4022,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,737,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$5,522.00 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170731,2018-00005159 - 5118793,240,0,4022,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,990,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$5,522.00 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170831,2018-00002374 - 5035525,240,0,4022,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,1216,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$6,175.00 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170831,2018-00005159 - 5118797,240,0,4022,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,1220,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$6,175.00 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170930,2018-00002682 - 5044342,240,0,4022,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,1430,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$7,365.00 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170930,2018-00005950 - 5139934,240,0,4022,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,1438,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$5,830.00 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20171031,2018-00008055 - 5196133,240,0,4022,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,1646,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$5,830.00 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20171130,2018-00008055 - 5196134,240,0,4022,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,1859,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$8,789.00 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20171231,2018-00008055 - 5196135,240,0,4022,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,2126,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$5,892.00 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20180131,2018-00008055 - 5196136,240,0,4022,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,2346,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2018,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$11,427.70 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20170629,2017-00009726 - 4978934,241,0,5305,241 - POLICE GRANTS,000 - GENERAL,5305 - GOVERNOR'S OFFICE HWYSFTY,594,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,POLICE GRANTS
RV,NOT APPLICABLE,"$14,870.45 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20180220,2018-00007523 - 5183243,241,0,5305,241 - POLICE GRANTS,000 - GENERAL,5305 - GOVERNOR'S OFFICE HWYSFTY,2422,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2018,POLICE GRANTS
RV,NOT APPLICABLE,"$10,109.50 ",431.21,FEDERAL GRANT - 431.2100,20170430,2017-00009231 - 4956233,245,0,0,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,184,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$10,650.00 ",431.21,FEDERAL GRANT - 431.2100,20170531,2017-00009833 - 4991406,245,0,0,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,434,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$6,402.80 ",431.21,FEDERAL GRANT - 431.2100,20170630,2017-00009833 - 4991407,245,0,0,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,743,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$11,509.16 ",431.21,FEDERAL GRANT - 431.2100,20170731,2018-00002857 - 5050127,245,0,0,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,987,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$11,509.16 ",431.21,FEDERAL GRANT - 431.2100,20170831,2018-00003128 - 5058615,245,0,0,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,1217,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$11,529.86 ",431.21,FEDERAL GRANT - 431.2100,20171231,2018-00006774 - 5161035,245,0,0,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,2121,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$12,112.06 ",431.21,FEDERAL GRANT - 431.2100,20180131,2018-00008145 - 5199237,245,0,0,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,2347,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2018,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$15,000.00 ",471.12,DONATIONS - 471.1200,20170628,2017-00009335 - 4958845,245,0,0,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,591,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$5,012.74 ",471.12,DONATIONS - 471.1200,20180131,2018-00005934 - 5139575,245,0,0,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,2329,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2018,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$7,428.33 ",434.2,STATE GRANT - 434.2000,20170930,2018-00004005 - 5086832,245,0,0,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,1435,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,General,2017,BHC SR NUTRITION CENTER
